CipherLab_1500_18 (drv_)	80	2013-04-20 11:50:26	1970-01-01	1
SyncAPI_card_reader_17 (drv_)	51	2013-04-20 12:18:57	1970-01-01	1
CipherLab_1500_17 (drv_)	80	2013-04-20 12:19:00	1970-01-01	1
SyncAPI_card_reader_16 (drv_)	51	2013-04-20 12:28:59	1970-01-01	1
CipherLab_1500_16 (drv_)	80	2013-04-20 12:29:02	1970-01-01	1
SyncAPI_card_reader_15 (drv_)	51	2013-04-20 12:52:33	1970-01-01	1
CipherLab_1500_15 (drv_)	80	2013-04-20 12:52:35	1970-01-01	1
SyncAPI_card_reader_14 (drv_)	51	2013-04-20 13:01:23	1970-01-01	1
CipherLab_1500_14 (drv_)	80	2013-04-20 13:01:26	1970-01-01	1
SyncAPI_card_reader_11 (drv_)	51	2013-04-20 14:33:48	1970-01-01	1
CipherLab_1500_11 (drv_)	80	2013-04-20 14:33:51	1970-01-01	1
SyncAPI_card_reader_09 (drv_)	51	2013-04-20 14:45:18	1970-01-01	1
CipherLab_1500_09 (drv_)	80	2013-04-20 14:45:21	1970-01-01	1
PluralReader (drv_)	51	2013-08-08 15:32:29	1970-01-01	1
PluralReader (drv_)	51	2013-04-20 14:59:15	1970-01-01	1
CipherLab1500 (drv_)	80	2013-04-20 14:59:18	1970-01-01	1
SyncAPI_card_reader_13 (drv_)	51	2013-04-20 15:06:44	1970-01-01	1
CipherLab_1500_13 (drv_)	80	2013-04-20 15:06:48	1970-01-01	1
PluralReader (drv_)	51	2013-04-22 12:33:25	1970-01-01	1
CipherLab1500 (drv_)	80	2013-04-22 12:33:28	1970-01-01	1
SmartCardReader (drv_)	51	2013-04-22 13:54:12	1970-01-01	1
SyncAPI_card_reader_25 (drv_)	51	2013-04-22 14:36:29	1970-01-01	1
CipherLab_1500_25 (drv_)	80	2013-04-22 14:36:32	1970-01-01	1
Speaker (drv_)	900	2013-06-16 12:47:12	1970-01-01	1
Driver (drv_)	900	2013-06-17 16:24:36	1970-01-01	1
Speaker (drv_)	900	2013-06-16 20:17:17	1970-01-01	1
Speaker_03 (drv_)	900	2013-10-27 13:26:35	1970-01-01	1
Speaker_04 (drv_)	900	2013-10-27 15:04:30	1970-01-01	1
Speaker_05 (drv_)	900	2013-10-27 13:27:39	1970-01-01	1
Speaker_06 (drv_)	900	2013-10-27 13:28:17	1970-01-01	1
Speaker_07 (drv_)	900	2013-10-27 13:28:55	1970-01-01	1
Speaker_08 (drv_)	900	2013-10-27 13:29:33	1970-01-01	1
Speaker (drv_)	900	2013-10-27 13:30:11	1970-01-01	1
Speaker_09 (drv_)	900	2013-10-27 13:45:32	1970-01-01	1
Speaker_11 (drv_)	900	2013-10-27 13:54:09	1970-01-01	1
Speaker (drv_)	900	2013-10-27 13:55:08	1970-01-01	1
Speaker_13 (drv_)	900	2013-10-27 13:55:50	1970-01-01	1
Speaker_14 (drv_)	900	2013-10-27 13:57:05	1970-01-01	1
Speaker_15 (drv_)	900	2013-10-27 13:57:37	1970-01-01	1
Speaker_16 (drv_)	900	2013-10-27 13:59:54	1970-01-01	1
Speaker_17 (drv_)	900	2013-10-27 14:01:04	1970-01-01	1
Speaker_18 (drv_)	900	2013-10-27 14:01:49	1970-01-01	1
Speaker (drv_)	900	2013-06-17 12:12:03	1970-01-01	1
Speaker_20 (drv_)	900	2013-10-27 14:03:39	1970-01-01	1
Speaker_21 (drv_)	900	2013-10-27 14:04:27	1970-01-01	1
Speaker_22 (drv_)	900	2013-10-27 14:05:03	1970-01-01	1
Speaker (drv_)	900	2013-10-27 14:05:56	1970-01-01	1
Speaker (drv_)	900	2013-10-27 14:06:33	1970-01-01	1
Speaker_25 (drv_)	900	2013-10-27 14:07:12	1970-01-01	1
Speaker_26 (drv_)	900	2013-10-27 14:08:08	1970-01-01	1
Speaker_28 (drv_)	900	2013-10-27 18:47:37	1970-01-01	1
Speaker (drv_)	900	2013-10-27 14:08:59	1970-01-01	1
Speaker (drv_)	900	2013-10-27 14:09:27	1970-01-01	1
Speaker (drv_)	900	2013-10-27 14:10:01	1970-01-01	1
WRO_6x Ступень_1 (drv_)	200	2013-06-18 14:03:00	1970-01-01	1
WRO_6x Ступень_2 (drv_)	200	2013-10-02 19:25:11	1970-01-01	1
Cobas_c111 (drv_)	79	2013-10-02 15:13:21	1970-01-01	1
Sysmex XS-800 (drv_)	79	2013-10-02 18:20:09	1970-01-01	1
OptiLion (drv_)	79	2013-10-02 18:20:09	1970-01-01	1
HVAC_Spora ()	89	2020-06-15 14:04:31	1970-01-01	1
PluralReader (drv_)	51	2013-06-16 19:36:07	1970-01-01	1
CipherLab1500 (drv_)	80	2013-06-16 19:36:25	1970-01-01	1
PluralReader (drv_)	51	2013-06-16 19:40:37	1970-01-01	1
BeamMedMiniOmni (drv_)	700	2013-06-17 09:52:09	1970-01-01	1
PluralReader (drv_)	51	2013-06-17 09:52:38	1970-01-01	1
CipherLab1500 (drv_)	80	2013-06-17 13:23:06	1970-01-01	1
PluralReader (drv_)	51	2013-06-17 16:42:17	1970-01-01	1
Driver (drv_)	800	2013-06-27 11:27:06	1970-01-01	1
PluralReader (drv_)	51	2013-08-06 09:05:47	1970-01-01	1
CipherLab1500 (drv_)	80	2013-08-06 09:07:55	1970-01-01	1
Massa-K VEM-150 (drv_)	90	2013-08-06 09:31:24	1970-01-01	1
PluralReader (drv_)	51	2013-08-08 15:05:48	1970-01-01	1
Temperature (drv_)	500	2013-09-18 14:46:38	1970-01-01	1
Button_13 (drv_)	800	2013-10-14 12:24:29	1970-01-01	1
Temperature (drv_)	500	2013-10-27 14:27:52	1970-01-01	1
Temporary (drv_)	500	2013-10-27 15:25:10	1970-01-01	1
Driver (drv_)	1500	2013-12-03 15:26:46	1970-01-01	1
CipherLab1500 (drv_)	80	2013-12-12 16:07:13	1970-01-01	1
PluralReader (drv_)	51	2013-12-12 16:07:16	1970-01-01	1
Soehnle-770x_780x(WheelChair Scales) (drv_)	90	2014-03-24 18:46:40	1970-01-01	1
Soehnle-770x_780x(WheelChair Scales) (drv_)	90	2014-04-08 15:28:18	1970-01-01	1
PluralReader (drv_)	51	2014-04-14 15:01:23	1970-01-01	1
Massa-K VEM-150 (drv_)	90	2014-04-14 15:01:38	1970-01-01	1
AND_TM2655 (drv_)	300	2014-04-14 15:01:54	1970-01-01	1
PluralReader (drv_)	51	2014-04-14 15:05:03	1970-01-01	1
Massa-K VEM-150 (drv_)	90	2014-04-14 15:05:04	1970-01-01	1
Erba_xl200 (drv_)	79	2014-06-10 14:09:57	1970-01-01	1
Elite5 (drv_)	63	2014-06-10 14:10:09	1970-01-01	1
Artis_117 (drv_)	7	2014-06-16 12:53:39	1970-01-01	1
Artis_105 (drv_)	26	2014-06-16 12:55:06	1970-01-01	1
Artis_115 (drv_)	26	2014-06-18 09:30:48	1970-01-01	1
Artis_103 (drv_)	7	2014-06-18 09:30:52	1970-01-01	1
Artis_106 (drv_)	26	2014-06-27 07:49:37	1970-01-01	1
Artis_116 (drv_)	26	2014-07-04 14:58:37	1970-01-01	1
Artis_114 (drv_)	7	2014-07-08 13:10:29	1970-01-01	1
PluralReader (drv_)	51	2014-07-10 10:58:10	1970-01-01	1
Medas (drv_)	1500	2014-07-10 10:58:35	1970-01-01	1
Artis_104 (drv_)	26	2014-07-18 14:44:17	1970-01-01	1
Artis_102 (drv_)	26	2014-07-21 12:00:48	1970-01-01	1
Artis_113 (drv_)	26	2014-07-22 12:56:51	1970-01-01	1
Artis_112 (drv_)	7	2014-07-24 13:32:57	1970-01-01	1
Artis_111 (drv_)	7	2014-07-29 13:43:01	1970-01-01	1
Artis_107 (drv_)	7	2014-07-29 13:44:39	1970-01-01	1
Driver (drv_)	74	2014-08-12 11:59:49	1970-01-01	1
inBody bpBIO 320 (drv_)	310	2014-08-12 12:00:53	1970-01-01	1
Cobas_c111 (drv_)	79	2014-09-05 10:35:03	1970-01-01	1
IP_Phone01 (drv_)	1300	2014-09-12 11:49:43	1970-01-01	1
USB Button01 (drv_)	800	2014-09-12 11:49:58	1970-01-01	1
USB Button02 (drv_)	800	2014-09-12 11:51:18	1970-01-01	1
IP_Phone02 (drv_)	1300	2014-09-12 11:52:42	1970-01-01	1
Button_03 (drv_)	800	2014-09-12 11:54:23	1970-01-01	1
IP_Phone03 (drv_)	1300	2014-09-12 11:56:02	1970-01-01	1
Button_04 (drv_)	800	2014-09-12 11:58:05	1970-01-01	1
IP_Phone04 (drv_)	1300	2014-09-12 12:00:02	1970-01-01	1
Button_05 (drv_)	800	2014-09-12 12:01:00	1970-01-01	1
IP_Phone05 (drv_)	1300	2014-09-12 12:02:27	1970-01-01	1
Button_06 (drv_)	800	2014-09-12 12:03:11	1970-01-01	1
IP_Phone06 (drv_)	1300	2014-09-12 12:04:31	1970-01-01	1
Button_07 (drv_)	800	2014-09-12 12:05:06	1970-01-01	1
IP_Phone07 (drv_)	1300	2014-09-12 12:06:22	1970-01-01	1
Button_08 (drv_)	800	2014-09-12 12:07:12	1970-01-01	1
IP_Phone08 (drv_)	1300	2014-09-12 12:08:34	1970-01-01	1
USB Button10 (drv_)	800	2014-09-12 12:09:09	1970-01-01	1
IP_Phone09 (drv_)	1300	2014-09-12 12:10:35	1970-01-01	1
Button_09 (drv_)	800	2014-09-12 12:11:19	1970-01-01	1
IP_Phone10 (drv_)	1300	2014-09-12 12:12:33	1970-01-01	1
Button_11 (drv_)	800	2014-09-12 12:13:13	1970-01-01	1
IP_Phone11 (drv_)	1300	2014-09-12 12:14:28	1970-01-01	1
USB Button12 (drv_)	800	2014-09-12 12:15:27	1970-01-01	1
IP_Phone21 (drv_)	1300	2014-09-12 12:15:29	1970-01-01	1
Button_21 (drv_)	800	2014-09-12 12:16:09	1970-01-01	1
IP_Phone13 (drv_)	1300	2014-09-12 12:16:33	1970-01-01	1
IP_Phone13 (drv_)	1300	2014-09-12 12:18:06	1970-01-01	1
Button_14 (drv_)	800	2014-09-12 12:18:56	1970-01-01	1
IP_Phone14 (drv_)	1300	2014-09-12 12:23:18	1970-01-01	1
IP_Phone15 (drv_)	1300	2014-09-12 12:25:09	1970-01-01	1
USB Button15 (drv_)	800	2014-09-12 12:25:22	1970-01-01	1
Button_16 (drv_)	800	2014-09-12 12:25:58	1970-01-01	1
IP_Phone16 (drv_)	1300	2014-09-12 12:27:02	1970-01-01	1
Button_17 (drv_)	800	2014-09-12 12:27:34	1970-01-01	1
IP_Phone17 (drv_)	1300	2014-09-12 12:28:37	1970-01-01	1
Button_18 (drv_)	800	2014-09-12 12:29:05	1970-01-01	1
IP_Phone18 (drv_)	1300	2014-09-12 12:30:09	1970-01-01	1
USB Button19 (drv_)	800	2014-09-12 12:30:34	1970-01-01	1
IP_Phone19 (drv_)	1300	2014-09-12 12:32:17	1970-01-01	1
Button_20 (drv_)	800	2014-09-12 12:37:06	1970-01-01	1
IP_Phone20 (drv_)	1300	2014-09-12 12:38:13	1970-01-01	1
Button_22 (drv_)	800	2014-09-12 12:39:35	1970-01-01	1
IP_Phone22 (drv_)	1300	2014-09-12 12:40:34	1970-01-01	1
USB Button23 (drv_)	800	2014-09-12 12:41:29	1970-01-01	1
IP_Phone23 (drv_)	1300	2014-09-12 12:42:41	1970-01-01	1
USB Button24 (drv_)	800	2014-09-12 12:43:07	1970-01-01	1
IP_Phone24 (drv_)	1300	2014-09-12 12:44:20	1970-01-01	1
Button_25 (drv_)	800	2014-09-12 12:44:49	1970-01-01	1
IP_Phone25 (drv_)	1300	2014-09-12 12:46:04	1970-01-01	1
Button_26 (drv_)	800	2014-09-12 12:46:40	1970-01-01	1
IP_Phone26 (drv_)	1300	2014-09-12 12:47:43	1970-01-01	1
Button_28 (drv_)	800	2014-09-12 12:48:12	1970-01-01	1
IP_Phone27 (drv_)	1300	2014-09-12 12:49:19	1970-01-01	1
USB Button17 (drv_)	800	2014-09-12 12:51:51	1970-01-01	1
IP_Phone28 (drv_)	1300	2014-09-12 12:54:19	1970-01-01	1
USB Button29 (drv_)	800	2014-09-12 12:55:06	1970-01-01	1
IP_Phone29 (drv_)	1300	2014-09-12 12:56:10	1970-01-01	1
USB Button30 (drv_)	800	2014-09-12 12:56:29	1970-01-01	1
IP_Phone30 (drv_)	1300	2014-09-12 12:57:18	1970-01-01	1
IP_Phone27 (drv_)	1300	2014-09-12 17:05:28	1970-01-01	1
IP_Phone25 (drv_)	1300	2014-09-16 08:13:37	1970-01-01	1
IP_Phone10 (drv_)	1300	2014-09-16 09:07:24	1970-01-01	1
IP_Phone23 (drv_)	1300	2014-09-16 13:29:29	1970-01-01	1
IP_Phone17 (drv_)	1300	2014-09-16 14:13:59	1970-01-01	1
IP_Phone26 (drv_)	1300	2014-09-16 14:48:03	1970-01-01	1
IP_Phone18 (drv_)	1300	2014-09-20 08:12:08	1970-01-01	1
IP_Phone19 (drv_)	1300	2014-09-22 08:02:55	1970-01-01	1
IP_Phone22 (drv_)	1300	2014-09-23 07:49:45	1970-01-01	1
IP_Phone30 (drv_)	1300	2014-09-27 19:48:52	1970-01-01	1
IP_Phone11 (drv_)	1300	2014-10-26 17:16:54	1970-01-01	1
IPPhone (drv_)	1300	2014-11-08 08:22:20	1970-01-01	1
Button_15 (drv_)	800	2014-11-24 09:15:13	1970-01-01	1
IP_Phone15 (drv_)	1300	2014-11-24 09:15:13	1970-01-01	1
IP_Phone06 (drv_)	1300	2014-11-29 08:14:53	1970-01-01	1
IP_Phone20 (drv_)	1300	2014-12-07 16:11:20	1970-01-01	1
IP_Phone17 (drv_)	1300	2014-12-07 16:11:56	1970-01-01	1
IP_Phone04 (drv_)	1300	2014-12-07 16:12:38	1970-01-01	1
Elite5 ()	63	2014-12-17 15:44:46	1970-01-01	1
Erba_xl200 ()	79	2014-12-17 15:44:46	1970-01-01	1
Innova_125 (drv_)	7	2014-12-29 16:59:39	1970-01-01	1
Innova_121 (drv_)	7	2014-12-29 20:07:40	1970-01-01	1
USB Button13 (drv_)	800	2015-02-03 09:28:14	1970-01-01	1
Nipro_4 (drv_)	1600	2015-02-12 13:28:20	1970-01-01	1
Innova_126 (drv_)	7	2015-02-13 13:08:16	1970-01-01	1
Nipro55_16CX4018 (drv_)	1600	2015-02-17 08:15:11	1970-01-01	1
Nipro55_14CX0493 (drv_)	1600	2015-02-17 14:00:45	1970-01-01	1
Nipro_29 (drv_)	1600	2015-02-17 14:01:50	1970-01-01	1
Nipro_27 (drv_)	1600	2015-02-18 08:53:47	1970-01-01	1
Nipro55_16CX4020 (drv_)	1600	2015-02-18 13:47:18	1970-01-01	1
Nipro_17 (drv_)	1600	2015-02-19 13:41:12	1970-01-01	1
Nipro_05 (drv_)	1600	2015-02-20 13:39:56	1970-01-01	1
Nipro_16 (drv_)	1600	2015-02-23 08:00:28	1970-01-01	1
Nipro55_14CX1337 (drv_)	1600	2015-02-25 13:33:22	1970-01-01	1
Nipro_Surdial-X_28 (drv_)	1650	2015-03-24 13:04:12	1970-01-01	1
NiproX_14DS0290 (drv_)	1650	2015-03-24 13:20:30	1970-01-01	1
Nipro_Surdial-X_24 (drv_)	1650	2015-03-24 13:29:05	1970-01-01	1
Nipro_Surdial-X_02 (drv_)	1650	2015-03-25 12:47:58	1970-01-01	1
Nipro55_13CX0123 (drv_)	1600	2015-03-25 12:52:09	1970-01-01	1
NiproX_14DS0295 (drv_)	1650	2015-03-25 13:21:09	1970-01-01	1
Nipro_30 (drv_)	1600	2015-03-25 13:25:09	1970-01-01	1
Nipro_Surdial-X_03 (drv_)	1650	2015-03-25 13:33:22	1970-01-01	1
NiproX_14DS0304 (drv_)	1650	2015-03-26 13:05:16	1970-01-01	1
NiproX_14DS0292 (drv_)	1650	2015-03-26 13:05:25	1970-01-01	1
Nipro_11 (drv_)	1600	2015-03-27 12:57:10	1970-01-01	1
Nipro_12 (drv_)	1600	2015-03-27 12:58:12	1970-01-01	1
Nipro_Surdial-X_04 (drv_)	1650	2015-03-30 07:32:48	1970-01-01	1
NiproX_14DS0271 (drv_)	1650	2015-03-30 07:32:50	1970-01-01	1
Nipro_18 (drv_)	1600	2015-03-30 07:54:26	1970-01-01	1
Innova_30 (drv_)	7	2015-03-30 12:57:23	1970-01-01	1
NiproX_14DS0242 (drv_)	1650	2015-03-31 15:52:38	1970-01-01	1
NiproX_14DS0249 (drv_)	1650	2015-04-01 13:33:36	1970-01-01	1
Innova_28 (drv_)	7	2015-05-12 14:00:36	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
Erba_xl200_new ()	79	2015-06-17 11:33:21	1970-01-01	1
USB Button (drv_)	800	2015-07-14 10:05:10	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
Photometer_iMark ()	59	2015-09-29 13:54:21	1970-01-01	1
